port,cvss_score,internet_exposed,service_risk,patch_age,exploit_available,service_popularity,auth_required,known_cve_count,misconfig_score,network_depth,critical_asset,label
110,8.21,1,0.6,5,1,0.73,1,20,0.11,3,1,1
53,8.22,1,0.4,2,0,0.91,0,5,0.82,2,1,1
143,6.35,1,0.6,3,0,0.82,0,19,0.44,5,1,1
110,9.71,1,0.6,1,0,0.77,1,16,0.79,3,1,1
110,8.54,0,0.6,0,1,0.91,1,20,0.57,5,1,1
21,6.56,0,0.9,4,1,0.42,0,4,0.28,3,0,1
3389,8.26,1,0.85,1,0,0.43,1,16,0.78,1,1,1
3306,7.44,1,0.8,4,0,0.31,1,3,0.99,4,1,1
445,8.65,1,0.9,4,0,0.49,1,3,0.35,5,0,1
22,4.06,0,0.6,3,0,0.88,0,16,0.27,4,1,1
80,7.46,0,0.7,0,0,0.4,0,13,0.48,5,0,0
53,4.93,1,0.4,1,1,0.88,0,13,0.2,3,0,1
25,5.52,0,0.5,5,0,0.69,1,17,0.99,5,0,1
3306,5.42,0,0.8,5,0,0.34,1,3,0.19,4,0,1
23,7.86,0,0.95,5,1,0.65,1,14,0.39,1,1,1
445,4.72,0,0.9,5,0,0.55,1,10,0.73,1,1,1
3306,6.21,1,0.8,2,1,0.98,0,16,0.45,2,0,1
22,8.65,1,0.6,1,0,0.62,0,4,0.84,1,0,1
3389,4.31,0,0.85,4,0,0.34,1,15,0.43,2,1,1
110,7.69,1,0.6,0,1,0.66,0,19,0.48,5,1,1
23,8.71,1,0.95,3,1,0.72,1,9,0.29,2,0,1
3389,5.79,1,0.85,5,0,0.5,1,2,0.87,3,0,1
110,8.94,1,0.6,4,1,0.75,1,20,0.95,4,0,1
21,3.75,1,0.9,1,1,0.36,1,15,0.51,5,1,1
25,4.11,1,0.5,0,1,0.89,0,17,0.8,3,1,1
23,7.05,1,0.95,4,0,0.46,1,7,0.32,5,0,1
3306,5.3,1,0.8,5,0,0.79,0,4,0.52,3,0,1
21,7.49,1,0.9,4,0,0.5,0,11,0.34,5,1,1
23,4.71,0,0.95,5,0,0.44,1,2,0.4,1,1,1
53,8.27,0,0.4,2,1,0.81,0,10,0.76,5,0,1
3306,8.16,1,0.8,5,0,0.64,0,12,0.82,3,0,1
139,5.39,1,0.8,2,1,0.65,0,19,0.91,3,1,1
139,5.72,0,0.8,1,0,0.37,0,2,0.19,5,0,0
445,6.75,0,0.9,1,0,0.58,0,6,0.58,3,0,0
443,7.06,1,0.7,1,1,0.87,1,0,0.52,5,1,1
445,7.88,1,0.9,2,0,0.67,1,3,0.24,2,1,1
110,9.73,1,0.6,2,0,0.5,0,13,0.61,4,0,1
3389,9.12,0,0.85,1,1,0.42,1,13,0.63,1,1,1
23,5.11,0,0.95,0,1,0.7,0,13,0.45,3,0,1
443,6.41,1,0.7,1,0,0.67,0,3,0.6,1,1,1
21,3.31,0,0.9,1,1,0.79,1,13,0.62,5,1,1
22,3.7,0,0.6,1,0,0.32,0,14,0.39,4,1,0
143,5.99,0,0.6,1,1,0.65,0,18,0.67,3,1,1
110,5.76,1,0.6,1,0,0.61,0,0,0.35,3,1,1
25,7.24,1,0.5,0,0,0.71,1,2,0.03,3,0,0
110,9.86,1,0.6,2,0,0.93,1,10,0.14,2,0,1
25,5.88,0,0.5,4,1,0.45,0,20,0.09,4,1,1
3306,8.26,1,0.8,4,0,0.98,1,13,0.99,5,0,1
143,8.26,1,0.6,0,0,0.39,1,15,0.22,2,1,1
22,7.05,0,0.6,3,1,0.53,0,14,0.45,5,0,1
22,7.29,0,0.6,2,1,0.87,0,14,0.01,3,1,1
139,3.21,0,0.8,2,1,0.8,0,14,0.77,2,0,1
22,8.25,1,0.6,2,1,0.31,1,14,0.5,2,0,1
21,4.19,0,0.9,2,1,0.46,0,16,0.41,1,1,1
3389,9.85,1,0.85,2,1,0.39,1,4,0.42,1,0,1
53,9.1,0,0.4,1,0,0.61,1,11,0.22,1,1,1
445,9.3,0,0.9,1,0,0.76,1,0,0.52,3,0,1
110,5.04,1,0.6,2,0,0.53,1,13,0.89,3,1,1
445,4.21,0,0.9,4,0,0.65,1,12,0.06,3,0,1
53,9.46,1,0.4,2,1,0.71,1,20,0.62,4,1,1
143,9.14,1,0.6,5,1,0.96,1,10,0.65,1,0,1
110,9.95,0,0.6,2,0,0.51,1,7,0.23,2,1,1
22,8.98,0,0.6,4,0,0.77,1,7,0.17,1,0,1
139,3.12,0,0.8,0,0,0.5,1,13,0.63,3,0,0
3389,4.44,0,0.85,0,1,0.81,1,2,0.73,2,0,1
22,5.8,0,0.6,0,0,0.95,1,14,0.55,1,0,0
443,9.56,0,0.7,2,0,0.85,0,11,0.76,2,0,1
143,6.5,1,0.6,0,1,0.44,1,16,0.31,1,0,1
53,3.27,1,0.4,1,0,0.8,1,15,0.81,1,1,1
110,3.42,0,0.6,3,1,0.58,0,13,0.08,5,0,1
25,9.88,1,0.5,3,1,0.3,0,19,0.04,2,0,1
25,9.92,0,0.5,2,1,0.48,0,14,0.82,3,0,1
3306,4.28,0,0.8,0,0,0.99,1,10,0.23,2,0,0
110,8.14,1,0.6,5,0,0.85,0,16,0.6,5,1,1
80,3.37,1,0.7,1,0,0.82,1,1,0.86,4,0,1
443,4.86,1,0.7,3,1,0.72,0,1,0.08,1,0,1
21,3.79,1,0.9,4,0,0.41,0,6,0.27,1,1,1
443,9.22,1,0.7,2,1,0.84,1,4,0.06,3,1,1
3306,5.13,0,0.8,5,0,0.73,0,10,0.19,4,0,1
110,5.63,0,0.6,5,1,0.61,1,17,0.1,1,0,1
139,5.95,1,0.8,3,0,1.0,1,1,0.75,2,1,1
143,9.1,0,0.6,1,0,0.64,1,20,0.39,4,0,1
25,8.11,1,0.5,1,0,0.47,1,10,0.59,2,1,1
443,6.56,0,0.7,3,0,0.59,1,12,0.49,4,1,1
3306,7.21,1,0.8,1,1,0.56,1,1,0.7,2,1,1
139,9.73,1,0.8,0,1,0.75,0,3,0.6,4,0,1
23,5.32,0,0.95,1,0,0.74,0,17,0.47,1,0,1
22,7.09,1,0.6,1,1,0.36,0,15,0.47,4,1,1
3389,6.51,1,0.85,1,0,0.45,0,13,0.06,5,1,1
139,6.91,0,0.8,3,1,0.96,1,6,0.2,5,1,1
25,7.3,0,0.5,3,0,0.63,0,17,0.07,1,0,1
443,6.71,0,0.7,5,0,0.91,0,1,0.94,5,1,1
21,3.27,1,0.9,2,1,0.68,0,9,0.26,4,1,1
23,8.63,0,0.95,5,1,0.94,1,13,0.78,2,0,1
23,5.28,0,0.95,3,0,0.65,1,13,0.64,1,0,1
25,5.02,0,0.5,2,1,0.47,0,5,0.76,4,0,1
23,7.91,1,0.95,2,1,0.52,1,17,0.27,3,1,1
110,5.86,0,0.6,1,1,0.85,0,4,0.57,4,0,1
110,7.67,1,0.6,5,0,0.48,0,16,0.94,3,1,1
22,7.1,1,0.6,2,0,0.59,0,16,0.87,5,1,1
110,9.85,0,0.6,5,0,0.8,0,9,0.26,1,1,1
110,5.53,1,0.6,0,0,0.96,1,4,0.86,5,0,1
23,9.06,1,0.95,1,0,0.64,1,19,0.73,2,1,1
3389,6.52,1,0.85,2,0,0.62,0,1,0.44,1,0,1
21,6.14,0,0.9,0,1,0.59,1,8,0.51,3,1,1
443,3.27,0,0.7,3,0,0.61,0,0,0.95,2,1,1
139,9.22,0,0.8,1,0,0.89,0,14,0.45,5,1,1
110,3.92,1,0.6,4,0,0.59,0,12,0.17,5,0,1
80,4.68,0,0.7,5,1,0.86,1,13,0.0,1,0,1
25,7.72,1,0.5,0,1,0.43,1,12,0.07,1,0,1
3389,5.19,1,0.85,2,0,0.34,0,18,0.93,2,0,1
25,5.49,1,0.5,2,0,0.37,0,17,0.02,3,1,1
445,4.53,1,0.9,0,0,0.35,1,10,0.26,4,0,1
53,3.1,0,0.4,4,0,0.68,0,2,0.92,3,1,1
3389,5.18,0,0.85,1,1,0.85,0,18,0.72,5,1,1
21,8.16,0,0.9,0,0,0.82,0,19,0.4,1,0,1
22,5.0,0,0.6,1,1,0.37,0,20,0.93,1,1,1
53,3.36,0,0.4,5,1,0.35,0,0,0.34,3,1,1
21,4.66,0,0.9,5,1,0.69,1,14,0.51,4,0,1
143,8.2,1,0.6,2,0,0.45,0,18,0.22,5,1,1
443,8.81,1,0.7,1,0,0.95,0,2,0.23,4,0,1
139,7.68,1,0.8,4,0,0.44,0,0,0.85,4,1,1
21,9.72,0,0.9,0,0,0.82,0,7,0.37,2,0,0
53,3.34,1,0.4,1,0,0.82,0,7,0.37,2,1,1
23,5.11,0,0.95,1,0,0.42,1,19,0.36,3,0,0
3389,8.85,1,0.85,2,0,0.35,0,16,0.34,4,0,1
139,10.0,1,0.8,5,1,0.82,0,13,0.02,5,0,1
139,7.05,0,0.8,3,0,0.77,1,18,0.69,5,1,1
443,3.49,0,0.7,2,0,0.57,0,2,0.71,2,0,0
3306,4.83,0,0.8,3,1,0.79,0,11,0.4,4,1,1
445,6.67,1,0.9,3,1,0.82,1,15,0.44,1,0,1
21,6.73,0,0.9,3,0,0.35,1,4,0.65,2,0,1
110,6.69,1,0.6,4,0,0.36,0,19,0.03,3,0,1
143,7.96,0,0.6,5,0,0.7,0,1,0.36,1,1,1
139,7.21,0,0.8,4,0,0.84,0,6,0.69,2,0,1
53,6.28,1,0.4,4,0,0.88,1,6,0.53,5,0,1
21,9.55,1,0.9,4,1,0.34,0,16,0.78,5,1,1
3389,6.73,1,0.85,0,1,0.5,0,14,0.24,2,0,1
143,6.8,0,0.6,2,0,0.44,0,6,0.33,1,1,1
139,4.96,1,0.8,4,0,0.64,1,19,0.53,1,0,1
143,3.11,0,0.6,3,0,0.75,1,15,0.75,4,0,0
3389,8.65,1,0.85,3,1,0.99,0,10,0.76,1,0,1
21,6.39,1,0.9,3,0,0.86,0,20,0.36,3,1,1
53,5.53,1,0.4,0,0,0.97,0,13,0.91,4,1,1
22,5.37,1,0.6,4,1,0.64,0,20,0.72,2,1,1
445,8.17,0,0.9,3,1,0.47,0,17,0.86,1,1,1
139,6.03,1,0.8,3,1,0.82,1,1,0.11,4,1,1
23,4.41,1,0.95,3,1,0.83,1,16,0.16,3,1,1
53,7.16,0,0.4,2,0,0.82,0,13,0.75,5,0,0
25,9.85,0,0.5,1,0,0.59,1,8,0.25,5,1,1
445,5.26,1,0.9,5,0,0.75,1,3,0.06,4,1,1
143,7.28,1,0.6,1,0,0.81,1,9,0.64,2,1,1
443,4.62,1,0.7,1,1,0.89,1,0,0.57,5,1,1
3306,8.58,0,0.8,0,1,0.38,0,19,0.99,4,1,1
110,5.79,1,0.6,3,0,0.52,1,5,0.74,1,1,1
53,4.8,1,0.4,5,1,0.63,1,20,0.59,3,0,1
443,9.24,0,0.7,5,1,0.77,1,19,0.09,5,0,1
3389,9.53,1,0.85,3,0,0.81,0,16,0.2,5,0,1
80,9.05,0,0.7,1,1,0.37,1,19,0.26,1,1,1
110,3.17,0,0.6,2,0,0.45,0,18,0.95,5,0,0
22,3.11,1,0.6,2,1,0.54,0,6,0.39,3,0,1
443,5.46,0,0.7,3,1,0.66,1,0,0.29,2,0,1
3306,3.22,0,0.8,2,1,0.64,0,2,0.91,3,1,1
25,6.3,0,0.5,0,1,0.54,0,8,0.39,1,0,1
445,6.06,0,0.9,1,1,0.47,1,20,0.93,3,1,1
3306,9.9,0,0.8,4,1,0.69,0,10,0.98,4,0,1
139,9.71,0,0.8,4,0,0.87,0,7,0.41,1,0,1
143,5.69,1,0.6,3,1,0.72,1,17,0.58,1,0,1
23,9.62,0,0.95,2,0,0.91,0,0,0.07,3,1,1
143,9.47,0,0.6,3,1,0.88,0,18,0.3,4,0,1
443,5.34,0,0.7,0,1,0.72,1,2,0.7,5,1,1
110,9.7,0,0.6,5,0,0.31,0,12,0.61,2,1,1
110,3.35,1,0.6,0,0,0.78,0,8,0.05,4,1,0
445,9.11,0,0.9,5,1,0.54,0,3,0.39,1,0,1
3306,7.09,1,0.8,3,1,0.48,0,7,0.03,1,1,1
445,9.52,0,0.9,4,1,0.74,0,0,0.24,2,0,1
25,7.46,0,0.5,3,0,0.96,0,17,0.92,3,1,1
3306,6.76,1,0.8,0,1,0.83,0,7,0.24,5,0,1
443,3.64,0,0.7,1,1,0.66,1,2,0.52,4,0,1
143,9.6,0,0.6,1,0,0.89,0,4,0.18,2,0,0
53,7.86,1,0.4,2,1,0.99,0,4,0.84,2,0,1
22,7.63,1,0.6,3,1,0.99,0,0,0.05,5,1,1
143,6.24,1,0.6,1,0,0.57,1,16,0.16,3,0,1
445,9.56,0,0.9,3,0,0.89,1,11,0.4,3,0,1
443,6.03,1,0.7,0,1,0.69,1,7,0.43,2,0,1
139,9.93,1,0.8,3,0,0.5,0,13,0.68,1,1,1
3389,6.47,1,0.85,4,1,0.65,1,0,0.43,1,1,1
23,7.71,1,0.95,4,1,0.51,1,7,0.69,1,1,1
25,5.25,1,0.5,5,0,0.73,0,12,0.68,4,1,1
21,6.38,0,0.9,4,0,0.8,1,7,0.92,2,0,1
139,8.01,1,0.8,0,1,0.92,1,13,0.76,2,0,1
21,5.43,0,0.9,1,0,0.66,1,12,0.69,5,1,1
22,7.68,0,0.6,3,0,0.95,1,6,0.29,2,0,1
139,8.81,1,0.8,4,0,0.92,0,13,0.05,2,1,1
21,3.43,0,0.9,1,0,0.74,0,15,0.75,1,1,1
23,3.84,0,0.95,1,1,0.4,1,3,0.76,3,0,1
3389,9.56,0,0.85,0,1,0.41,0,4,0.7,5,0,1
21,8.44,0,0.9,0,1,0.68,0,20,0.11,4,0,1
25,3.63,0,0.5,1,0,0.65,0,2,0.84,2,0,0
445,5.01,1,0.9,3,0,0.9,0,12,0.01,1,0,1
3389,6.85,0,0.85,3,1,0.91,0,4,0.61,3,0,1
443,6.53,1,0.7,5,0,0.64,0,10,0.97,4,0,1
80,3.61,1,0.7,3,1,0.32,0,11,0.37,3,0,1
22,6.4,1,0.6,2,1,0.87,1,3,0.91,1,1,1
139,3.37,0,0.8,4,0,0.39,1,12,0.69,1,1,1
445,3.68,0,0.9,1,0,0.77,1,8,0.98,5,1,1
445,9.46,1,0.9,3,0,0.82,1,18,0.61,1,1,1
53,3.3,0,0.4,5,0,0.88,1,8,0.51,4,1,1
443,8.4,0,0.7,5,0,0.49,0,19,0.54,3,0,1
445,3.5,1,0.9,5,1,0.58,1,19,0.41,3,0,1
143,9.33,1,0.6,1,1,0.43,1,18,0.96,1,0,1
139,8.68,0,0.8,0,1,0.35,0,14,0.56,1,0,1
3389,5.07,1,0.85,5,1,0.44,1,15,0.96,4,1,1
23,6.64,1,0.95,4,0,0.64,0,4,0.42,2,0,1
21,8.05,0,0.9,3,0,0.55,1,14,0.32,5,1,1
445,9.92,0,0.9,5,0,0.95,1,1,0.5,5,0,1
143,8.66,1,0.6,5,0,0.49,0,11,0.73,1,1,1
21,9.17,0,0.9,2,1,0.34,0,18,0.05,1,1,1
80,8.08,1,0.7,0,1,0.78,0,3,0.72,3,1,1
53,3.48,0,0.4,1,0,0.98,0,8,0.84,3,0,0
3389,4.89,1,0.85,1,0,0.37,1,15,0.99,4,1,1
3306,5.95,1,0.8,0,1,0.82,1,12,0.04,2,1,1
445,7.9,1,0.9,4,0,0.54,0,2,0.91,3,1,1
143,9.59,1,0.6,1,0,0.46,0,7,0.91,2,1,1
143,8.38,1,0.6,4,0,0.38,1,0,0.12,2,1,1
110,5.23,0,0.6,4,1,0.97,1,16,0.01,3,1,1
22,4.57,0,0.6,3,1,0.39,1,3,0.28,2,0,1
443,7.69,0,0.7,2,0,0.34,0,6,0.55,1,0,1
80,4.5,0,0.7,5,1,0.66,1,8,0.88,3,0,1
3389,6.13,1,0.85,2,0,0.67,0,9,0.71,3,1,1
22,5.39,1,0.6,3,0,0.47,1,20,0.95,4,1,1
443,5.43,0,0.7,2,1,0.93,1,20,0.17,5,0,1
3306,8.53,0,0.8,4,1,0.93,1,0,0.01,2,1,1
23,3.04,0,0.95,4,0,0.72,1,15,0.92,3,0,1
110,4.66,1,0.6,2,1,0.73,1,18,0.97,4,1,1
445,7.02,0,0.9,4,0,0.58,0,11,0.57,2,0,1
445,4.72,1,0.9,1,0,0.3,1,9,0.8,4,1,1
445,3.1,0,0.9,1,0,0.99,1,6,0.57,2,0,0
443,9.99,0,0.7,4,0,0.59,1,7,0.6,2,0,1
3306,8.78,0,0.8,5,1,0.6,0,7,0.04,5,0,1
21,8.97,1,0.9,3,0,0.53,1,20,0.82,5,0,1
25,7.97,1,0.5,3,0,0.55,0,19,0.32,5,0,1
53,6.72,1,0.4,1,0,0.98,0,4,0.5,1,0,1
23,9.14,1,0.95,2,0,0.95,1,20,0.66,5,1,1
3306,6.58,1,0.8,2,1,0.3,0,11,0.72,1,1,1
443,4.02,1,0.7,3,1,0.79,1,12,0.89,2,0,1
80,4.58,1,0.7,5,0,0.72,0,19,0.8,4,0,1
22,5.3,1,0.6,4,0,0.43,0,16,0.78,1,1,1
80,9.87,0,0.7,4,0,0.89,1,6,0.82,5,1,1
110,9.76,0,0.6,5,1,0.9,1,18,0.84,5,0,1
25,4.95,0,0.5,0,0,0.87,0,10,0.29,3,1,0
23,4.3,0,0.95,1,1,0.55,0,1,0.7,4,0,1
3306,3.87,0,0.8,5,0,0.8,0,1,0.34,1,0,1
3389,3.43,1,0.85,5,1,0.44,1,0,0.7,2,1,1
22,3.06,1,0.6,5,1,0.8,1,0,0.51,1,0,1
22,5.08,1,0.6,3,1,0.86,0,16,0.13,4,0,1
22,6.71,1,0.6,4,0,0.93,0,3,0.05,1,0,1
23,3.88,1,0.95,3,0,0.89,0,3,0.73,4,1,1
3306,8.48,0,0.8,2,0,0.36,0,10,0.68,2,0,1
110,9.57,1,0.6,5,0,0.33,1,15,0.01,2,1,1
143,6.09,0,0.6,2,0,0.37,0,20,0.77,1,1,1
445,5.47,0,0.9,5,0,0.89,1,8,0.68,2,1,1
3389,9.0,0,0.85,4,1,0.35,0,9,0.06,1,1,1
445,6.04,1,0.9,5,0,0.49,0,15,0.38,5,1,1
3389,6.55,1,0.85,0,1,0.34,0,10,0.61,3,1,1
53,6.61,0,0.4,2,0,0.87,0,18,0.19,3,0,0
443,3.08,0,0.7,2,1,1.0,0,19,0.71,1,0,1
21,5.76,1,0.9,2,0,0.56,1,6,0.69,3,0,1
3306,8.16,0,0.8,4,0,0.88,1,13,0.93,4,1,1
53,8.53,0,0.4,4,0,0.94,0,19,0.93,4,1,1
53,8.05,1,0.4,0,0,0.59,1,8,0.17,3,1,1
443,3.22,0,0.7,2,1,0.32,1,9,0.54,5,0,1
143,3.58,0,0.6,4,0,0.87,1,12,0.14,5,0,0
53,4.47,1,0.4,3,1,0.36,1,6,0.14,5,1,1
443,5.23,1,0.7,4,1,0.51,0,8,0.92,4,0,1
53,5.89,1,0.4,2,0,0.56,0,2,0.58,5,0,1
21,7.36,1,0.9,0,1,0.96,1,6,0.63,3,0,1
22,5.87,1,0.6,1,1,0.81,0,14,0.6,1,0,1
22,7.37,1,0.6,3,1,0.74,1,9,0.93,4,0,1
139,5.32,1,0.8,0,1,0.68,1,20,0.72,4,1,1
25,5.4,1,0.5,2,1,0.69,0,1,0.59,5,1,1
80,7.62,0,0.7,5,0,0.81,0,2,0.72,4,0,1
110,6.31,0,0.6,2,1,0.38,0,3,0.74,2,1,1
80,6.82,0,0.7,2,1,0.9,1,2,0.25,5,0,1
139,6.42,1,0.8,4,0,0.94,0,18,0.13,5,1,1
25,6.94,1,0.5,2,1,0.82,1,0,0.66,2,1,1
23,3.56,0,0.95,1,1,0.81,0,6,0.31,3,1,1
3306,5.61,1,0.8,0,0,0.94,1,18,0.11,2,1,1
3389,4.76,0,0.85,4,0,0.82,0,1,0.25,3,0,1
143,6.35,0,0.6,3,0,0.95,1,7,0.93,4,1,1
22,8.56,0,0.6,3,1,0.75,0,11,0.41,2,0,1
3306,4.27,0,0.8,0,0,0.62,1,2,0.35,3,1,0
3389,7.42,1,0.85,2,1,0.5,0,20,0.14,3,1,1
25,6.59,0,0.5,4,0,0.78,0,11,0.96,4,1,1
80,9.42,0,0.7,1,1,0.64,1,7,0.05,4,0,1
445,8.23,1,0.9,1,1,0.52,0,5,0.24,3,1,1
139,9.02,1,0.8,4,0,0.62,1,16,0.71,3,0,1
80,4.65,1,0.7,1,0,0.88,1,8,0.28,4,0,1
25,4.84,0,0.5,4,0,0.38,0,11,0.06,5,1,1
80,5.47,1,0.7,4,0,0.31,0,0,0.99,5,0,1
80,5.65,1,0.7,0,0,0.57,0,18,0.56,4,1,1
139,6.22,0,0.8,5,1,0.56,1,14,0.82,2,0,1
53,3.66,1,0.4,3,1,0.77,1,7,0.83,4,1,1
53,8.39,1,0.4,2,0,0.32,1,7,0.54,5,1,1
3389,6.22,1,0.85,3,0,0.88,1,0,0.91,4,0,1
53,8.28,0,0.4,0,1,0.79,1,7,0.41,2,1,1
25,5.72,0,0.5,2,1,0.84,0,16,0.97,3,1,1
443,9.66,0,0.7,3,0,0.59,0,1,0.96,1,0,1
139,6.76,0,0.8,2,1,0.33,0,14,0.24,3,1,1
143,9.83,0,0.6,3,0,0.96,1,2,0.1,1,1,1
443,3.19,1,0.7,4,0,0.55,0,5,0.09,4,0,1
445,3.53,1,0.9,5,1,0.77,0,14,0.19,4,1,1
443,4.9,0,0.7,2,1,0.92,0,0,0.92,3,0,1
53,6.85,0,0.4,0,1,0.94,1,19,0.0,5,0,1
143,5.61,0,0.6,3,0,0.39,0,12,0.49,3,0,1
3389,4.6,1,0.85,2,1,0.62,1,9,0.08,1,0,1
21,6.34,1,0.9,3,1,0.31,1,3,0.49,2,0,1
53,8.34,0,0.4,2,0,0.54,0,3,0.27,4,1,1
445,7.97,1,0.9,4,1,0.7,1,17,0.35,2,0,1
110,9.78,1,0.6,5,0,0.36,0,16,0.92,4,1,1
80,9.24,0,0.7,4,1,0.78,0,4,0.27,2,1,1
110,9.21,0,0.6,3,0,0.31,1,4,0.12,5,1,1
22,9.07,1,0.6,1,0,0.86,0,0,0.83,3,1,1
80,7.93,1,0.7,2,1,0.66,0,8,0.94,2,0,1
143,7.33,1,0.6,3,0,0.65,0,8,0.13,3,0,1
3389,8.48,0,0.85,2,1,0.7,0,15,0.27,3,0,1
143,6.9,1,0.6,0,0,0.3,0,1,0.17,5,0,0
21,4.0,1,0.9,0,1,0.83,1,7,0.97,5,1,1
110,8.24,0,0.6,0,1,0.55,1,3,0.45,1,1,1
3389,9.75,0,0.85,5,0,0.77,0,3,0.23,2,0,1
53,9.75,1,0.4,0,0,0.62,1,13,0.13,3,0,1
25,5.98,1,0.5,4,0,0.38,1,19,0.3,3,0,1
80,7.22,0,0.7,2,0,0.94,1,15,0.59,3,0,1
22,5.49,1,0.6,3,1,0.81,1,14,0.77,1,1,1
445,5.81,1,0.9,3,0,0.95,1,8,0.88,3,0,1
22,7.93,1,0.6,2,1,0.73,1,12,0.05,1,1,1
3306,7.05,0,0.8,0,1,0.56,1,6,0.32,4,1,1
53,8.57,1,0.4,1,1,0.91,0,4,0.03,1,0,1
110,6.41,1,0.6,5,1,0.46,1,12,0.12,5,1,1
443,6.02,0,0.7,2,0,0.86,0,6,0.21,3,0,0
3306,4.6,0,0.8,3,0,0.68,1,16,0.06,5,1,1
3306,5.21,0,0.8,4,1,0.44,0,10,0.93,4,1,1
22,5.76,0,0.6,2,0,0.69,0,20,0.26,3,1,1
3306,6.79,1,0.8,0,1,0.83,0,16,0.52,5,1,1
443,8.41,1,0.7,0,1,0.4,1,16,1.0,5,0,1
80,4.86,0,0.7,1,0,0.73,0,18,0.73,3,0,0
23,9.19,1,0.95,5,1,0.65,1,0,0.8,4,1,1
143,8.68,1,0.6,0,1,0.58,1,16,0.42,2,1,1
22,6.49,0,0.6,0,1,0.88,1,0,0.77,5,0,1
3389,6.91,1,0.85,4,1,0.73,0,12,0.94,4,0,1
23,7.74,1,0.95,1,0,0.81,0,12,0.85,1,0,1
143,9.14,0,0.6,3,1,0.58,1,20,0.18,4,0,1
3389,7.34,1,0.85,4,1,0.79,1,16,0.62,1,1,1
443,6.1,0,0.7,2,0,0.81,1,13,0.3,1,1,1
139,9.52,1,0.8,1,0,0.75,0,19,0.75,1,0,1
22,3.69,1,0.6,3,0,0.72,0,13,0.51,2,0,1
22,5.11,0,0.6,2,1,0.36,1,15,0.94,5,1,1
22,6.48,1,0.6,3,1,0.85,1,15,0.7,1,0,1
3306,3.4,0,0.8,2,0,0.55,0,6,0.22,1,1,0
139,4.53,0,0.8,1,0,0.56,0,12,0.71,5,0,0
110,9.71,1,0.6,1,0,0.59,0,19,0.7,1,0,1
3389,6.46,1,0.85,2,0,0.42,0,9,0.78,4,0,1
445,4.1,0,0.9,0,1,0.36,1,20,0.99,2,0,1
3389,5.97,1,0.85,1,1,0.42,0,7,0.83,4,1,1
445,3.42,0,0.9,2,1,0.33,0,19,0.92,2,1,1
21,7.07,1,0.9,1,0,0.33,1,16,0.34,4,0,1
3389,8.23,1,0.85,5,1,0.31,1,13,0.34,3,1,1
445,5.09,1,0.9,3,0,0.94,1,9,0.47,4,1,1
3389,7.93,1,0.85,3,1,0.86,0,18,0.7,1,0,1
445,6.59,0,0.9,5,1,0.79,1,17,0.01,5,1,1
22,6.43,0,0.6,5,1,0.48,0,15,0.53,5,0,1
53,9.7,0,0.4,3,0,0.6,0,20,0.01,3,0,1
3389,8.37,1,0.85,2,1,0.34,1,9,0.99,4,0,1
110,9.14,1,0.6,2,0,0.91,0,18,0.9,3,0,1
143,4.45,0,0.6,1,0,0.58,0,2,0.52,1,1,0
445,3.47,0,0.9,0,0,0.7,1,7,0.59,5,1,0
21,3.2,1,0.9,0,1,0.95,1,1,0.64,1,1,1
445,6.7,0,0.9,2,1,0.59,0,13,0.88,4,0,1
25,8.43,0,0.5,1,1,0.71,0,2,0.21,4,1,1
53,9.03,1,0.4,4,1,0.51,0,17,0.57,2,0,1
445,3.35,0,0.9,1,0,0.73,0,0,0.23,4,1,0
21,3.14,0,0.9,4,1,0.37,0,8,0.66,5,0,1
21,7.35,0,0.9,1,1,0.95,0,12,0.26,2,0,1
143,4.9,1,0.6,2,0,0.63,1,10,0.94,4,0,1
80,8.2,1,0.7,1,1,0.67,0,5,0.93,4,0,1
139,5.0,0,0.8,2,0,0.3,1,0,0.2,4,0,0
139,4.77,1,0.8,2,1,0.83,0,13,0.59,5,0,1
143,9.09,0,0.6,5,1,0.52,1,16,0.87,5,0,1
22,3.87,0,0.6,3,1,0.43,1,5,0.4,1,0,1
80,6.34,1,0.7,2,1,0.84,0,4,0.07,1,0,1
21,4.49,1,0.9,0,1,0.54,0,3,0.41,1,1,1
22,8.2,0,0.6,5,1,0.98,1,2,0.59,3,1,1
445,9.55,1,0.9,0,0,0.31,0,0,0.83,4,0,1
21,9.62,0,0.9,3,0,0.9,0,7,0.03,4,0,1
80,7.96,0,0.7,3,1,0.68,1,9,0.73,1,0,1
53,6.28,0,0.4,3,0,0.82,1,9,0.29,5,1,1
25,7.87,0,0.5,4,1,0.56,0,11,0.08,2,1,1
3306,9.55,1,0.8,2,1,0.49,1,11,0.66,3,1,1
3389,7.62,1,0.85,1,1,0.5,1,14,0.49,1,0,1
25,9.14,1,0.5,4,1,0.53,0,20,0.69,2,0,1
139,4.5,1,0.8,4,1,0.5,0,2,0.24,1,1,1
445,8.73,0,0.9,2,0,0.43,1,7,0.41,2,0,1
80,8.97,1,0.7,2,0,0.63,0,20,0.17,1,1,1
25,5.12,0,0.5,1,1,0.42,1,15,0.93,1,1,1
110,7.2,0,0.6,1,1,0.69,0,9,0.92,3,1,1
80,6.86,0,0.7,0,0,0.8,1,15,0.81,4,1,1
143,7.93,0,0.6,2,1,0.45,1,19,0.88,2,1,1
